Duration mean, 13.351736111111112, std dev, 1.1578819444444441
Rel slew mean, 0.02014652748257406, std dev, 0.0029457252831628666
Rel wait mean, 0.0, std dev, 0.0
Rel obs mean, 0.9798534725174259, std dev, 0.0029457252831628367
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 15.667499999999999, 0.24472222222222223, 0.0, 15.422777777777776, 0.015619736538836587, 0.0, 0.9843802634611634, 3, 1, 24, 10, 33, 4, 0, 4, 
1, 13.025833333333335, 0.31555555555555553, 0.0, 12.710277777777778, 0.02422536412684196, 0.0, 0.975774635873158, 4, 1, 20, 12, 35, 3, 0, 4, 
2, 12.911388888888888, 0.2425, 0.0, 12.668888888888889, 0.018781867859985802, 0.0, 0.9812181321400142, 2, 2, 17, 13, 36, 2, 0, 4, 
3, 11.802222222222223, 0.25916666666666666, 0.0, 11.543055555555556, 0.021959141404631895, 0.0, 0.9780408585953682, 2, 4, 17, 13, 35, 3, 0, 3, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
