Duration mean, 7.860625, std dev, 0.027743055555555785
Rel slew mean, 0.014141683252982571, std dev, 6.638043324014662E-4
Rel wait mean, 0.7832735825044741, std dev, 0.07582515534796305
Rel obs mean, 0.20258473424254334, std dev, 0.07533406280363533
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 7.8422222222222215, 0.11361111111111112, 6.583333333333333, 1.1452777777777778, 0.014487106829130065, 0.8394729385094928, 0.14603995466137715, 2, 2, 3, 0, 5, 0, 0, 1, 
1, 7.916111111111111, 0.11972222222222223, 5.0, 2.7963888888888886, 0.01512386834163801, 0.6316232718085479, 0.353252859849814, 1, 8, 4, 0, 4, 0, 1, 0, 
2, 7.845555555555555, 0.10527777777777779, 6.3, 1.4402777777777778, 0.013418779209743662, 0.8030024075909927, 0.18357881319926356, 1, 7, 1, 1, 5, 0, 0, 0, 
3, 7.838611111111111, 0.10611111111111111, 6.733333333333333, 0.9991666666666666, 0.013536978631418548, 0.8589957121088628, 0.12746730925971864, 1, 8, 3, 0, 5, 0, 0, 2, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
