Duration mean, 27.35544444444444, std dev, 0.03386666666666542
Rel slew mean, 0.01986817523857793, std dev, 0.00597465445413022
Rel wait mean, 0.5223156549224772, std dev, 0.2585508694481967
Rel obs mean, 0.45781616983894474, std dev, 0.2525762149940666
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 27.396666666666665, 0.40305555555555556, 19.6, 7.393611111111111, 0.014711846534452691, 0.7154155006691811, 0.26987265279636613, 2, 4, 11, 11, 27, 1, 1, 3, 
1, 27.323888888888888, 0.41000000000000003, 21.066666666666666, 5.847222222222222, 0.015005184718296972, 0.7709981091027388, 0.21399670617896427, 2, 3, 15, 6, 22, 6, 1, 0, 
2, 27.398888888888887, 0.6744444444444444, 0.016666666666666666, 26.70777777777778, 0.024615758952106735, 6.082971734458007E-4, 0.9747759438744474, 4, 2, 33, 13, 74, 2, 16, 7, 
3, 27.3275, 0.8213888888888888, 10.866666666666667, 15.639444444444443, 0.030057227660374674, 0.39764583905101697, 0.5722969332886083, 3, 1, 23, 15, 34, 3, 4, 5, 
4, 27.330277777777777, 0.40861111111111115, 19.866666666666667, 7.055, 0.01495085832765858, 0.7269105286160038, 0.2581386130563376, 3, 2, 18, 8, 23, 1, 3, 2, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
