Duration mean, 30.164166666666667, std dev, 2.398749999999999
Rel slew mean, 0.027247897486865316, std dev, 0.006274955895117468
Rel wait mean, 0.3805927578699388, std dev, 0.07567142590543732
Rel obs mean, 0.5921593446431959, std dev, 0.07698273877224235
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 28.530555555555555, 0.49416666666666664, 12.266666666666667, 15.769722222222223, 0.017320611430240482, 0.42994839840327137, 0.5527309901664882, 4, 1, 33, 16, 52, 10, 28, 2, 
1, 28.533611111111114, 0.7544444444444445, 9.933333333333334, 17.84583333333333, 0.02644055256471413, 0.3481274520302567, 0.6254319954050291, 3, 1, 28, 16, 36, 3, 16, 2, 
2, 34.961666666666666, 0.8891666666666667, 9.15, 24.9225, 0.0254326166754064, 0.26171521189874625, 0.7128521714258473, 4, 4, 37, 20, 58, 7, 9, 8, 
3, 28.630833333333335, 1.1394444444444445, 13.816666666666666, 13.674722222222222, 0.03979780927710025, 0.48257996914748086, 0.4776222215754189, 4, 1, 25, 13, 35, 4, 1, 6, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
