Duration mean, 51.811574074074066, std dev, 1.0598765432098745
Rel slew mean, 0.011662165199866334, std dev, 1.889978259931556E-4
Rel wait mean, 0.4583224110850928, std dev, 0.03901081771861107
Rel obs mean, 0.5300154237150408, std dev, 0.03895703953022728
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 51.018055555555556, 0.6094444444444445, 21.233333333333334, 29.17527777777778, 0.011945661938856069, 0.4161925244330711, 0.5718618136280729, 5, 1, 42, 31, 82, 6, 17, 6, 
1, 51.015277777777776, 0.5908333333333333, 26.366666666666667, 24.05777777777778, 0.011581497917290571, 0.5168386376630094, 0.47157986441969996, 5, 1, 34, 18, 42, 6, 2, 3, 
2, 53.40138888888889, 0.6119444444444444, 23.6, 29.189444444444444, 0.011459335743452365, 0.4419360711591979, 0.5466045930973498, 6, 2, 33, 20, 66, 3, 38, 3, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
