Duration mean, 28.6065, std dev, 0.5225111111111111
Rel slew mean, 0.01929706277021621, std dev, 0.0031434205973333595
Rel wait mean, 0.4998800305048371, std dev, 0.1193162762850946
Rel obs mean, 0.4808229067249468, std dev, 0.11696413287637406
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 28.252777777777776, 0.6822222222222222, 11.0, 16.570555555555554, 0.024147084849080718, 0.38934224756661096, 0.5865106675843084, 3, 1, 21, 14, 43, 3, 3, 6, 
1, 28.253611111111113, 0.4066666666666667, 22.25, 5.5969444444444445, 0.014393440366521487, 0.7875099544797617, 0.19809660515371683, 3, 4, 8, 10, 15, 3, 2, 2, 
2, 28.36861111111111, 0.5197222222222223, 14.483333333333333, 13.365555555555556, 0.018320326652109628, 0.5105407972426489, 0.4711388761052415, 3, 3, 27, 10, 33, 1, 11, 3, 
3, 29.912777777777777, 0.6672222222222222, 14.616666666666667, 14.62888888888889, 0.022305592184685103, 0.4886429062273647, 0.48905150158795013, 4, 2, 20, 13, 41, 6, 4, 0, 
4, 28.244722222222222, 0.4891666666666667, 9.133333333333333, 18.622222222222224, 0.01731886979868412, 0.3233642470077989, 0.659316883193517, 4, 3, 28, 21, 37, 2, 8, 6, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
