Duration mean, 28.98661111111111, std dev, 3.0580222222222218
Rel slew mean, 0.023530520450986213, std dev, 0.007100523669704856
Rel wait mean, 0.49242551778906585, std dev, 0.15093081467435274
Rel obs mean, 0.484043961759948, std dev, 0.14906507947192207
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 36.63166666666667, 1.5122222222222221, 12.533333333333333, 22.58611111111111, 0.041281829625248345, 0.34214477455753217, 0.6165733958172195, 5, 1, 36, 22, 52, 4, 1, 3, 
1, 27.076666666666668, 0.5108333333333334, 23.55, 3.015833333333333, 0.018866182444909518, 0.8697525544749477, 0.1113812630801428, 4, 1, 7, 4, 11, 0, 1, 1, 
2, 27.06722222222222, 0.4916666666666667, 10.933333333333334, 15.642222222222221, 0.018164651792861395, 0.40393259580057883, 0.5779027524065597, 4, 1, 30, 16, 54, 2, 40, 3, 
3, 27.08, 0.5480555555555555, 11.283333333333333, 15.24861111111111, 0.020238388314459215, 0.4166666666666667, 0.5630949450188741, 2, 7, 17, 8, 30, 3, 0, 6, 
4, 27.0775, 0.5172222222222222, 11.633333333333333, 14.926944444444445, 0.01910155007745258, 0.4296309974456037, 0.5512674524769438, 2, 13, 29, 15, 51, 4, 27, 4, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
