Duration mean, 20.1685, std dev, 0.06715555555555568
Rel slew mean, 0.02279148589410144, std dev, 0.004363751550817436
Rel wait mean, 0.36072350354211724, std dev, 0.11868089669642852
Rel obs mean, 0.6164850105637812, std dev, 0.11635657664911717
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 20.12138888888889, 0.24666666666666667, 11.45, 8.424722222222222, 0.012258928448168754, 0.5690462056683739, 0.41869486588345733, 2, 5, 20, 7, 31, 3, 0, 1, 
1, 20.336388888888887, 0.45583333333333337, 1.65, 18.230555555555554, 0.022414664462990536, 0.08113534851320157, 0.8964499870238078, 3, 1, 19, 7, 40, 3, 1, 3, 
2, 20.1325, 0.47444444444444445, 8.366666666666667, 11.29138888888889, 0.02356609683071871, 0.415580115070988, 0.5608537880982932, 2, 2, 19, 12, 30, 2, 0, 2, 
3, 20.122777777777777, 0.5380555555555555, 7.933333333333334, 11.651388888888889, 0.026738632285138456, 0.39424643162806106, 0.5790149360868004, 2, 2, 20, 11, 30, 2, 0, 1, 
4, 20.129444444444445, 0.5833333333333334, 6.916666666666667, 12.629444444444445, 0.02897910744349074, 0.34360941682996166, 0.6274114757265477, 3, 1, 14, 14, 32, 3, 0, 2, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
