Duration mean, 30.687314814814812, std dev, 0.021419753086416193
Rel slew mean, 0.05032620380641543, std dev, 0.00668791705728979
Rel wait mean, 0.2700450506736262, std dev, 0.1503709325978619
Rel obs mean, 0.6796287455199584, std dev, 0.14368301554057217
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 30.671111111111113, 1.4502777777777778, 11.95, 17.270833333333332, 0.04728481379510216, 0.3896174467468483, 0.5630977394580495, 2, 7, 30, 14, 50, 4, 1, 3, 
1, 30.71944444444444, 1.8541666666666667, 1.3666666666666667, 27.498611111111114, 0.06035807939235012, 0.04448865177683335, 0.8951532688308166, 3, 2, 33, 24, 69, 4, 2, 5, 
2, 30.67138888888889, 1.3291666666666666, 11.533333333333333, 17.80888888888889, 0.04333571823179402, 0.376029053497197, 0.580635228271009, 3, 2, 28, 16, 50, 5, 0, 5, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
