Duration mean, 14.055486111111113, std dev, 2.902326388888889
Rel slew mean, 0.03988471072500292, std dev, 0.011889446139030369
Rel wait mean, 0.0, std dev, 0.0
Rel obs mean, 0.9601152892749971, std dev, 0.01188944613903034
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 14.902777777777779, 0.46055555555555555, 0.0, 14.442222222222222, 0.030904007455731592, 0.0, 0.9690959925442684, 4, 2, 24, 11, 43, 4, 0, 8, 
1, 18.048333333333336, 0.5461111111111111, 0.0, 17.502222222222223, 0.03025825714901345, 0.0, 0.9697417428509866, 3, 2, 18, 14, 40, 7, 3, 8, 
2, 8.250833333333333, 0.5252777777777778, 0.0, 7.725555555555555, 0.06366360300306366, 0.0, 0.9363363969969364, 4, 1, 17, 8, 29, 2, 1, 6, 
3, 15.020000000000001, 0.5213888888888889, 0.0, 14.49861111111111, 0.03471297529220299, 0.0, 0.965287024707797, 3, 4, 23, 14, 40, 1, 3, 3, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
