Duration mean, 27.008222222222223, std dev, 0.16326666666666725
Rel slew mean, 0.014773006531406396, std dev, 0.010646556673784504
Rel wait mean, 0.5378302511016857, std dev, 0.21488487655884728
Rel obs mean, 0.44739674236690785, std dev, 0.20423831988506275
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 26.88861111111111, 0.19416666666666665, 20.816666666666666, 5.877777777777778, 0.007221148978811764, 0.7741815514623085, 0.21859729955887974, 12, 1, 14, 10, 35, 3, 2, 16, 
1, 26.96611111111111, 1.1161111111111113, 0.016666666666666666, 25.833333333333332, 0.04138939821586765, 6.180597045674612E-4, 0.9579925420795649, 13, 1, 33, 19, 77, 6, 7, 10, 
2, 26.8875, 0.12194444444444445, 18.066666666666666, 8.69888888888889, 0.004535358231313601, 0.6719355338602201, 0.32352910790846634, 4, 1, 21, 4, 35, 2, 3, 8, 
3, 26.8825, 0.3630555555555555, 17.416666666666668, 9.102777777777778, 0.01350527501369127, 0.6478812114448681, 0.33861351354144065, 11, 1, 20, 11, 29, 3, 0, 21, 
4, 27.41638888888889, 0.19777777777777777, 16.3, 10.91861111111111, 0.007213852217347693, 0.5945348990364644, 0.3982512487461879, 5, 1, 26, 6, 36, 3, 3, 10, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
