Duration mean, 28.895763888888887, std dev, 2.8304513888888874
Rel slew mean, 0.03251766884149523, std dev, 0.010541535666995953
Rel wait mean, 0.34392416097492523, std dev, 0.10063675304962884
Rel obs mean, 0.6235581701835795, std dev, 0.0900952173826329
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 34.556666666666665, 1.4847222222222223, 9.2, 23.871944444444445, 0.04296485643548439, 0.266229381691907, 0.6908057618726086, 4, 5, 37, 20, 63, 4, 15, 7, 
1, 27.013055555555557, 0.5766666666666667, 12.05, 14.386388888888888, 0.021347702242742708, 0.4460805988873693, 0.532571698869888, 4, 1, 33, 14, 47, 3, 17, 4, 
2, 27.010277777777777, 0.6105555555555555, 11.966666666666667, 14.433055555555555, 0.02260456410625585, 0.4430412291617388, 0.5343542067320053, 4, 1, 22, 10, 43, 4, 10, 2, 
3, 27.003055555555555, 1.1652777777777776, 5.95, 19.887777777777778, 0.04315355258149798, 0.22034543415868574, 0.7365010132598163, 4, 1, 25, 11, 36, 7, 1, 6, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
