Duration mean, 51.99712962962963, std dev, 1.3178395061728405
Rel slew mean, 0.01918810539336663, std dev, 0.0027031615271154853
Rel wait mean, 0.5320951978528169, std dev, 0.06796595580849951
Rel obs mean, 0.44871669675381637, std dev, 0.0666188160960991
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 51.00805555555556, 1.0825, 28.866666666666667, 21.05888888888889, 0.02122213811543928, 0.5659236830783808, 0.41285417880617986, 3, 2, 26, 15, 41, 2, 7, 3, 
1, 53.973888888888894, 1.1447222222222222, 23.216666666666665, 29.6125, 0.021208814961967207, 0.43014626414006774, 0.548644920897965, 5, 1, 66, 21, 92, 6, 25, 1, 
2, 51.00944444444445, 0.7719444444444445, 30.616666666666667, 19.620833333333334, 0.015133363102693401, 0.6002156463400024, 0.38465099055730423, 3, 5, 27, 16, 51, 6, 14, 6, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
