Duration mean, 53.166250000000005, std dev, 0.02784722222222591
Rel slew mean, 0.01626213198713681, std dev, 0.0062474587311176066
Rel wait mean, 0.6296021651367716, std dev, 0.08634404304965602
Rel obs mean, 0.35413570287609164, std dev, 0.08009658431853844
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 53.15222222222222, 0.6019444444444444, 36.016666666666666, 16.533611111111114, 0.011324915860108285, 0.6776135627234149, 0.3110615214164768, 2, 4, 25, 16, 38, 2, 7, 2, 
1, 53.146388888888886, 1.5283333333333333, 24.283333333333335, 27.334722222222222, 0.02875704944937202, 0.45691407903745945, 0.5143288715131685, 4, 7, 42, 24, 55, 9, 19, 11, 
2, 53.144444444444446, 0.6797222222222222, 36.233333333333334, 16.231388888888887, 0.012790089901735312, 0.6817896717541292, 0.30542023834413545, 3, 1, 29, 13, 39, 2, 5, 3, 
3, 53.221944444444446, 0.6480555555555555, 37.36666666666667, 15.20722222222222, 0.012176472737331615, 0.7020913470320826, 0.2857321802305858, 4, 1, 18, 10, 50, 5, 11, 4, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
