Duration mean, 55.97799382716049, std dev, 2.618419753086419
Rel slew mean, 0.021298556290732483, std dev, 0.0024390990193469846
Rel wait mean, 0.011391176890219137, std dev, 0.01965158845781713
Rel obs mean, 0.9673102668190484, std dev, 0.01942930849530783
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 54.27722222222222, 1.2436111111111112, 0.0, 53.03361111111111, 0.022912209950971863, 0.0, 0.9770877900490281, 3, 6, 80, 50, 147, 9, 12, 16, 
1, 52.54527777777778, 1.0572222222222223, 0.0, 51.488055555555555, 0.02012021378387951, 0.0, 0.9798797862161205, 4, 3, 92, 52, 167, 9, 51, 10, 
2, 54.572500000000005, 1.1980555555555557, 0.0, 53.37444444444444, 0.02195346659133365, 0.0, 0.9780465334086663, 4, 2, 82, 55, 156, 12, 30, 13, 
3, 55.255833333333335, 1.308888888888889, 0.0, 53.94694444444444, 0.023687795657572605, 0.0, 0.9763122043424274, 5, 1, 112, 37, 158, 11, 42, 15, 
4, 56.33305555555556, 1.0841666666666665, 0.0, 55.24888888888889, 0.01924565702986701, 0.0, 0.980754342970133, 4, 6, 98, 51, 164, 18, 50, 13, 
5, 60.91888888888889, 1.3558333333333334, 0.3, 59.26305555555555, 0.02225637003666077, 0.004924580954639137, 0.9728190490087001, 5, 1, 91, 51, 157, 17, 37, 13, 
6, 64.80055555555555, 1.2025, 5.366666666666666, 58.231388888888894, 0.018556939669584452, 0.08281822000840185, 0.8986248403220137, 4, 3, 93, 43, 151, 16, 26, 11, 
7, 54.73638888888889, 1.0072222222222222, 0.0, 53.72916666666667, 0.018401327575094772, 0.0, 0.9815986724249053, 4, 4, 86, 50, 165, 11, 25, 26, 
8, 53.102222222222224, 1.438611111111111, 0.0, 51.66361111111111, 0.02709135420154001, 0.0, 0.97290864579846, 4, 1, 77, 54, 161, 14, 31, 11, 
9, 54.158055555555556, 1.5783333333333334, 0.0, 52.57972222222222, 0.02914309454323508, 0.0, 0.970856905456765, 3, 5, 90, 40, 156, 10, 19, 17, 
10, 53.696666666666665, 0.9397222222222222, 0.0, 52.75694444444444, 0.017500569040081113, 0.0, 0.9824994309599189, 5, 1, 97, 44, 159, 10, 39, 11, 
11, 53.07527777777778, 1.2808333333333333, 0.0, 51.794444444444444, 0.02413239057732466, 0.0, 0.9758676094226754, 5, 2, 103, 49, 161, 7, 36, 27, 
12, 64.27472222222222, 1.107777777777778, 7.8, 55.36694444444444, 0.017235045745476234, 0.12135408338339333, 0.8614108708711304, 5, 1, 87, 54, 156, 10, 25, 22, 
13, 59.09388888888889, 1.201111111111111, 0.0, 57.89277777777778, 0.020325470766858766, 0.0, 0.9796745292331412, 5, 2, 80, 53, 159, 16, 20, 22, 
14, 52.57027777777778, 1.0174999999999998, 0.0, 51.55277777777778, 0.019355043248984165, 0.0, 0.9806449567510158, 3, 7, 87, 47, 152, 4, 22, 14, 
15, 61.93861111111111, 1.01, 8.783333333333333, 52.14527777777778, 0.01630646832212899, 0.1418070760026729, 0.8418864556751982, 4, 4, 88, 54, 166, 20, 38, 21, 
16, 52.545833333333334, 1.4430555555555555, 0.0, 51.10277777777778, 0.027462797029048715, 0.0, 0.9725372029709513, 6, 1, 85, 50, 180, 9, 30, 35, 
17, 53.506388888888885, 1.1258333333333335, 0.0, 52.38055555555555, 0.02104110101078272, 0.0, 0.9789588989892173, 4, 3, 90, 50, 156, 16, 30, 16, 
18, 56.96805555555556, 1.149722222222222, 0.0, 55.818333333333335, 0.020181875807591974, 0.0, 0.979818124192408, 5, 1, 93, 39, 162, 14, 33, 12, 
19, 56.225, 1.1505555555555556, 0.0, 55.074444444444445, 0.020463415839138382, 0.0, 0.9795365841608616, 4, 3, 84, 45, 163, 14, 27, 15, 
20, 57.17638888888889, 1.1655555555555555, 0.0, 56.01083333333333, 0.020385260038380256, 0.0, 0.9796147399616197, 6, 1, 90, 52, 157, 14, 31, 19, 
21, 56.91722222222222, 1.186388888888889, 0.0, 55.73083333333334, 0.020844110843232375, 0.0, 0.9791558891567677, 4, 2, 92, 47, 153, 14, 27, 16, 
22, 53.06805555555556, 1.2258333333333336, 0.0, 51.842222222222226, 0.023099269805543197, 0.0, 0.9769007301944568, 4, 1, 97, 39, 153, 13, 23, 16, 
23, 57.16583333333333, 1.2569444444444444, 0.0, 55.90888888888889, 0.02198768689533861, 0.0, 0.9780123131046614, 5, 1, 80, 62, 162, 5, 36, 19, 
24, 57.956944444444446, 1.2988888888888888, 0.0, 56.658055555555556, 0.022411272735986962, 0.0, 0.977588727264013, 4, 1, 83, 49, 155, 12, 23, 15, 
25, 54.73166666666667, 1.1869444444444444, 0.0, 53.54472222222222, 0.021686612462823676, 0.0, 0.9783133875371763, 5, 1, 104, 39, 169, 10, 35, 27, 
26, 57.27388888888889, 1.198888888888889, 0.0, 56.075, 0.020932556041632314, 0.0, 0.9790674439583676, 4, 1, 85, 53, 161, 18, 28, 21, 
27, 54.226111111111116, 1.1391666666666667, 0.0, 53.08694444444445, 0.021007714610632434, 0.0, 0.9789922853893676, 4, 4, 89, 45, 158, 12, 21, 21, 
28, 56.715, 1.2697222222222222, 0.0, 55.445277777777775, 0.022387767296521595, 0.0, 0.9776122327034784, 4, 3, 84, 54, 160, 15, 26, 22, 
29, 54.115, 1.3325, 0.0, 52.7825, 0.024623487018386767, 0.0, 0.9753765129816132, 5, 1, 92, 57, 166, 13, 43, 22, 
30, 54.28638888888889, 0.956111111111111, 0.0, 53.33027777777778, 0.017612354232440095, 0.0, 0.9823876457675599, 3, 13, 94, 51, 155, 16, 28, 22, 
31, 61.81583333333333, 1.3533333333333335, 6.8, 53.6625, 0.021892988581674058, 0.1100041790803327, 0.8681028323379932, 3, 5, 81, 53, 147, 12, 20, 12, 
32, 52.89277777777778, 1.2538888888888888, 0.0, 51.638888888888886, 0.023706240087388534, 0.0, 0.9762937599126115, 5, 1, 93, 44, 159, 13, 30, 17, 
33, 54.323888888888895, 1.243888888888889, 0.0, 53.080000000000005, 0.022897640694190195, 0.0, 0.9771023593058098, 5, 1, 89, 56, 159, 7, 33, 21, 
34, 54.56333333333333, 1.1577777777777778, 0.0, 53.40555555555555, 0.0212189708188242, 0.0, 0.9787810291811758, 4, 1, 88, 48, 150, 11, 23, 13, 
35, 54.49861111111111, 1.438611111111111, 0.0, 53.059999999999995, 0.02639720686052142, 0.0, 0.9736027931394786, 5, 1, 97, 45, 156, 12, 26, 23, 
36, 49.47277777777778, 1.12, 0.0, 48.35277777777778, 0.02263871264780856, 0.0, 0.9773612873521914, 4, 1, 83, 46, 152, 11, 18, 13, 
37, 62.57833333333333, 1.4541666666666666, 3.4166666666666665, 57.7075, 0.023237542280341972, 0.054598236876448186, 0.9221642208432098, 5, 2, 88, 41, 159, 9, 21, 18, 
38, 55.38583333333333, 0.9916666666666666, 0.0, 54.39416666666666, 0.01790469885500203, 0.0, 0.982095301144998, 5, 1, 80, 56, 164, 9, 29, 22, 
39, 55.50472222222222, 1.0638888888888889, 0.0, 54.44083333333333, 0.019167538297542253, 0.0, 0.9808324617024577, 4, 2, 82, 47, 151, 9, 17, 13, 
40, 51.80916666666666, 1.2300000000000002, 0.0, 50.57916666666667, 0.02374097247913014, 0.0, 0.9762590275208699, 5, 2, 90, 54, 151, 10, 26, 19, 
41, 63.08583333333333, 0.9852777777777777, 0.0, 62.10055555555556, 0.015618051244116261, 0.0, 0.9843819487558837, 4, 1, 84, 44, 153, 13, 20, 12, 
42, 54.17333333333333, 1.223888888888889, 0.0, 52.94944444444444, 0.02259209122979736, 0.0, 0.9774079087702027, 4, 2, 82, 57, 153, 18, 24, 19, 
43, 52.92333333333333, 1.3308333333333333, 0.0, 51.5925, 0.025146438244000757, 0.0, 0.9748535617559992, 5, 1, 95, 41, 164, 10, 30, 20, 
44, 57.74638888888889, 1.11, 0.0, 56.63638888888889, 0.019221981172463886, 0.0, 0.9807780188275361, 4, 1, 89, 47, 160, 10, 31, 16, 
45, 52.17611111111111, 1.432777777777778, 0.0, 50.74333333333333, 0.027460417176868937, 0.0, 0.972539582823131, 6, 1, 93, 45, 159, 7, 32, 15, 
46, 55.14222222222222, 1.088611111111111, 0.0, 54.05361111111111, 0.019741879584105747, 0.0, 0.9802581204158942, 5, 1, 108, 51, 156, 11, 43, 22, 
47, 52.63583333333333, 1.1644444444444444, 0.21666666666666667, 51.25472222222222, 0.022122656196401903, 0.004116333929674018, 0.9737610098739241, 4, 2, 99, 36, 159, 11, 28, 16, 
48, 55.52444444444444, 1.4219444444444445, 0.0, 54.1025, 0.02560934123108941, 0.0, 0.9743906587689106, 5, 2, 81, 52, 165, 15, 31, 17, 
49, 51.71555555555556, 0.9938888888888888, 0.0, 50.72166666666667, 0.019218374011687866, 0.0, 0.9807816259883121, 4, 1, 87, 54, 153, 8, 32, 12, 
50, 58.50222222222222, 1.1688888888888889, 0.0, 57.333333333333336, 0.019980247663906405, 0.0, 0.9800197523360936, 6, 1, 85, 52, 162, 18, 32, 17, 
51, 54.38638888888889, 1.3911111111111112, 0.0, 52.99527777777778, 0.025578295222967347, 0.0, 0.9744217047770326, 4, 4, 94, 48, 163, 12, 35, 20, 
52, 54.513888888888886, 1.158611111111111, 0.0, 53.35527777777778, 0.021253503184713377, 0.0, 0.9787464968152866, 4, 3, 88, 55, 160, 14, 34, 19, 
53, 52.38861111111111, 1.3125, 0.0, 51.07611111111112, 0.02505315510686695, 0.0, 0.9749468448931331, 4, 2, 90, 53, 161, 9, 29, 26, 
54, 57.67194444444444, 1.0422222222222224, 0.0, 56.62972222222222, 0.0180715637778816, 0.0, 0.9819284362221185, 4, 4, 85, 53, 161, 13, 25, 25, 
55, 57.164722222222224, 0.9555555555555555, 0.0, 56.20916666666667, 0.01671582609709757, 0.0, 0.9832841739029025, 6, 1, 90, 49, 168, 5, 39, 19, 
56, 62.62916666666667, 1.0305555555555554, 4.033333333333333, 57.56527777777777, 0.01645488213248176, 0.06440023950502295, 0.9191448783624953, 4, 3, 93, 50, 150, 16, 31, 13, 
57, 56.144999999999996, 1.4216666666666666, 0.0, 54.723333333333336, 0.02532134057648351, 0.0, 0.9746786594235165, 4, 2, 82, 59, 156, 14, 33, 15, 
58, 53.92222222222222, 0.866111111111111, 0.0, 53.05611111111111, 0.016062229548732744, 0.0, 0.9839377704512673, 5, 1, 87, 49, 146, 9, 14, 18, 
59, 54.555277777777775, 0.9747222222222223, 0.0, 53.580555555555556, 0.017866689748929476, 0.0, 0.9821333102510705, 7, 1, 92, 47, 152, 10, 20, 22, 
60, 55.25416666666667, 1.2305555555555556, 0.0, 54.02361111111111, 0.022270819194128145, 0.0, 0.9777291808058719, 4, 2, 92, 48, 152, 8, 26, 16, 
61, 53.595, 1.4697222222222224, 0.0, 52.125277777777775, 0.027422748805340465, 0.0, 0.9725772511946595, 5, 2, 81, 52, 157, 10, 23, 18, 
62, 53.51972222222222, 1.051111111111111, 0.0, 52.468611111111116, 0.019639696685022655, 0.0, 0.9803603033149774, 5, 1, 87, 56, 154, 14, 25, 22, 
63, 53.71083333333333, 1.1025, 0.0, 52.608333333333334, 0.02052658526368051, 0.0, 0.9794734147363194, 4, 3, 90, 54, 155, 20, 30, 20, 
64, 54.352222222222224, 1.258888888888889, 0.0, 53.093333333333334, 0.023161682032831123, 0.0, 0.9768383179671689, 6, 1, 97, 44, 161, 11, 33, 19, 
65, 58.927499999999995, 0.9894444444444443, 0.0, 57.93805555555555, 0.01679087767925747, 0.0, 0.9832091223207425, 4, 1, 77, 61, 153, 12, 31, 10, 
66, 59.790277777777774, 1.2158333333333333, 0.0, 58.574444444444445, 0.02033496713047922, 0.0, 0.9796650328695208, 4, 4, 90, 46, 159, 12, 29, 17, 
67, 54.51222222222222, 1.3086111111111112, 0.0, 53.203611111111115, 0.024005829477589124, 0.0, 0.9759941705224109, 3, 11, 93, 43, 159, 10, 30, 15, 
68, 54.03583333333333, 1.0766666666666667, 0.0, 52.95916666666667, 0.019925049735515014, 0.0, 0.980074950264485, 4, 2, 89, 50, 156, 6, 27, 18, 
69, 67.90472222222223, 1.2430555555555556, 10.35, 56.31166666666666, 0.018305877925361105, 0.15241944391038098, 0.8292746781642579, 5, 1, 91, 43, 150, 8, 22, 13, 
70, 54.18444444444444, 1.1583333333333332, 0.0, 53.02611111111111, 0.021377599146946643, 0.0, 0.9786224008530534, 5, 2, 90, 47, 160, 6, 23, 24, 
71, 57.85444444444445, 1.0888888888888888, 0.0, 56.76555555555556, 0.01882117958862279, 0.0, 0.9811788204113772, 4, 5, 98, 44, 160, 7, 31, 22, 
72, 51.906666666666666, 0.8313888888888888, 0.0, 51.07527777777778, 0.016016996318177927, 0.0, 0.9839830036818221, 6, 1, 102, 38, 161, 11, 30, 22, 
73, 54.34055555555556, 1.0655555555555556, 0.0, 53.275, 0.01960884544999131, 0.0, 0.9803911545500087, 6, 1, 86, 46, 152, 9, 18, 17, 
74, 55.87111111111111, 1.1786111111111113, 0.0, 54.692499999999995, 0.021095179381115266, 0.0, 0.9789048206188847, 6, 1, 82, 58, 175, 19, 45, 20, 
75, 56.05777777777777, 1.2522222222222221, 0.0, 54.80555555555555, 0.022338063902323, 0.0, 0.977661936097677, 4, 3, 90, 43, 159, 12, 15, 28, 
76, 56.647777777777776, 1.3783333333333334, 1.5333333333333332, 53.736111111111114, 0.02433163995841751, 0.02706784614479336, 0.9486005138967891, 5, 2, 93, 43, 158, 19, 26, 19, 
77, 54.277499999999996, 1.1686111111111113, 0.0, 53.10888888888889, 0.021530304658672766, 0.0, 0.9784696953413272, 6, 1, 90, 50, 147, 12, 16, 21, 
78, 58.59277777777778, 1.1219444444444444, 1.35, 56.12083333333334, 0.019148169569628413, 0.023040382299676677, 0.957811448130695, 7, 1, 93, 43, 158, 11, 23, 22, 
79, 51.325833333333335, 0.9225, 0.0, 50.40333333333333, 0.01797340520530597, 0.0, 0.982026594794694, 5, 1, 99, 36, 147, 11, 16, 16, 
80, 58.585, 1.1930555555555555, 0.0, 57.39194444444444, 0.02036452258352062, 0.0, 0.9796354774164794, 5, 1, 95, 47, 162, 15, 28, 26, 
81, 61.89333333333333, 1.5333333333333332, 5.566666666666666, 54.79333333333333, 0.024773804394657477, 0.08993968117190866, 0.8852865144334339, 3, 9, 90, 45, 154, 9, 26, 14, 
82, 53.492222222222225, 0.9583333333333333, 0.0, 52.53388888888889, 0.01791537710570592, 0.0, 0.9820846228942941, 4, 3, 100, 41, 163, 17, 43, 11, 
83, 59.54666666666667, 1.2180555555555557, 0.0, 58.328611111111115, 0.02045547842961636, 0.0, 0.9795445215703836, 4, 2, 92, 37, 152, 15, 13, 19, 
84, 55.406388888888884, 1.1177777777777778, 0.0, 54.28861111111111, 0.020174167640113705, 0.0, 0.9798258323598863, 4, 1, 85, 47, 158, 9, 18, 22, 
85, 56.06027777777778, 1.3263888888888888, 0.36666666666666664, 54.367222222222225, 0.023660048459743233, 0.006540578841227449, 0.9697993726990293, 4, 3, 93, 45, 156, 12, 29, 16, 
86, 55.05472222222222, 1.2888888888888888, 0.0, 53.76583333333333, 0.023411050621351483, 0.0, 0.9765889493786485, 4, 3, 94, 38, 156, 6, 25, 13, 
87, 53.16583333333333, 1.2625, 0.0, 51.90333333333333, 0.023746453706170942, 0.0, 0.9762535462938291, 4, 2, 100, 46, 157, 12, 41, 13, 
88, 62.48166666666667, 1.5019444444444445, 8.883333333333333, 52.09638888888889, 0.02403816230538736, 0.14217503801114995, 0.8337867996834627, 5, 2, 83, 49, 166, 11, 39, 10, 
89, 57.596944444444446, 1.0058333333333334, 0.0, 56.59111111111111, 0.017463310650159877, 0.0, 0.9825366893498402, 4, 7, 98, 43, 162, 13, 40, 14, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
