Duration mean, 8.275694444444447, std dev, 3.0094097222222236
Rel slew mean, 0.059051219684958516, std dev, 0.012950461398660535
Rel wait mean, 0.0, std dev, 0.0
Rel obs mean, 0.9409487803150415, std dev, 0.012950461398660532
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 6.081944444444444, 0.43722222222222223, 0.0, 5.644722222222222, 0.0718885590317424, 0.0, 0.9281114409682576, 2, 1, 11, 7, 21, 2, 0, 1, 
1, 8.665000000000001, 0.42638888888888893, 0.0, 8.23861111111111, 0.04920818106046034, 0.0, 0.9507918189395397, 2, 5, 8, 5, 25, 3, 0, 1, 
2, 4.858333333333333, 0.24694444444444444, 0.0, 4.6113888888888885, 0.05082904516866781, 0.0, 0.9491709548313322, 1, 37, 13, 7, 17, 0, 0, 2, 
3, 5.688055555555556, 0.3797222222222222, 0.0, 5.308333333333334, 0.0667578258533965, 0.0, 0.9332421741466035, 2, 6, 10, 10, 16, 2, 0, 2, 
4, 11.408611111111112, 0.5786111111111111, 0.0, 10.83, 0.050717050960531765, 0.0, 0.9492829490394682, 3, 2, 14, 5, 22, 1, 0, 1, 
5, 6.611944444444444, 0.49472222222222223, 0.0, 6.117222222222222, 0.07482250136537412, 0.0, 0.9251774986346258, 2, 3, 12, 3, 23, 1, 0, 3, 
6, 6.100555555555555, 0.45472222222222225, 0.0, 5.645833333333333, 0.0745378380839632, 0.0, 0.9254621619160368, 2, 1, 11, 7, 19, 0, 0, 0, 
7, 16.791111111111114, 0.5650000000000001, 0.0, 16.22611111111111, 0.03364875595553203, 0.0, 0.9663512440444679, 3, 1, 13, 7, 24, 1, 0, 3, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
