Duration mean, 53.18925925925925, std dev, 0.05549382716049441
Rel slew mean, 0.04711714306894669, std dev, 0.014357832881261185
Rel wait mean, 0.4861687210547569, std dev, 0.09252587699329728
Rel obs mean, 0.46671413587629634, std dev, 0.08082097571946223
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 53.150277777777774, 1.5711111111111111, 33.21666666666667, 18.3625, 0.02955979115819401, 0.6249575365447029, 0.34548267229710306, 5, 1, 42, 12, 40, 3, 7, 7, 
1, 53.144999999999996, 3.6486111111111112, 23.016666666666666, 26.47972222222222, 0.06865389239083848, 0.43309185561514096, 0.49825425199402057, 3, 5, 39, 24, 52, 6, 8, 3, 
2, 53.2725, 2.2980555555555555, 21.333333333333332, 29.641111111111112, 0.043137745657807605, 0.40045677100442695, 0.5564054833377655, 4, 4, 33, 18, 75, 5, 11, 1, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
