Duration mean, 11.772500000000003, std dev, 2.1427777777777792
Rel slew mean, 0.011171684602968414, std dev, 0.0033673626858768207
Rel wait mean, 0.3786660490858918, std dev, 0.17585684256442669
Rel obs mean, 0.6101622663111398, std dev, 0.17685170436756809
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 10.529444444444445, 0.19805555555555554, 4.75, 5.581388888888888, 0.018809687120772436, 0.45111591832427583, 0.5300743945549518, 4, 2, 8, 10, 26, 1, 10, 2, 
1, 10.516666666666667, 0.1336111111111111, 3.5833333333333335, 6.799722222222222, 0.012704701531959852, 0.34072900158478603, 0.6465662968832541, 3, 1, 16, 3, 20, 2, 0, 3, 
2, 10.523055555555556, 0.06222222222222223, 1.1, 9.360833333333334, 0.005912942480796136, 0.10453237599978882, 0.8895546815194151, 4, 1, 13, 5, 23, 0, 0, 6, 
3, 10.525, 0.13111111111111112, 5.016666666666667, 5.377222222222222, 0.012457112694642386, 0.4766429136975455, 0.5108999736078121, 4, 1, 10, 8, 19, 3, 2, 3, 
4, 10.525833333333335, 0.048888888888888885, 6.366666666666666, 4.110277777777777, 0.004644657324571821, 0.6048610561317393, 0.3904942865436888, 4, 1, 11, 7, 19, 1, 7, 9, 
5, 19.272222222222222, 0.22, 1.45, 17.602222222222224, 0.011415393485154223, 0.07523782069760739, 0.9133467858172384, 5, 2, 18, 12, 43, 4, 0, 8, 
6, 10.515277777777778, 0.1288888888888889, 6.283333333333333, 4.103055555555555, 0.01225729758288205, 0.5975432571654999, 0.39019944525161804, 5, 1, 10, 7, 21, 4, 5, 7, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
