Duration mean, 54.38388888888889, std dev, 3.3761111111111113
Rel slew mean, 0.02910857170693828, std dev, 0.008850223306912139
Rel wait mean, 0.31576056145347126, std dev, 0.04856296219216011
Rel obs mean, 0.6551308668395904, std dev, 0.039712738885247956
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 51.007777777777775, 1.0333333333333334, 18.583333333333332, 31.391111111111112, 0.02025834840002614, 0.36432352364563136, 0.6154181279543425, 4, 1, 47, 30, 85, 7, 24, 5, 
1, 57.76, 2.1925, 15.433333333333334, 40.134166666666665, 0.03795879501385042, 0.26719759926131115, 0.6948436057248384, 6, 1, 89, 38, 133, 7, 88, 6, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
