Duration mean, 17.184944444444444, std dev, 0.03491111111111209
Rel slew mean, 0.0857910272808782, std dev, 0.016677481211991932
Rel wait mean, 0.2322861205670212, std dev, 0.14114589833794672
Rel obs mean, 0.6819228521521006, std dev, 0.12446841712595476
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 17.16333333333333, 2.1219444444444444, 0.13333333333333333, 14.908055555555556, 0.12363242053473167, 0.007768498737618955, 0.8685990807276494, 3, 1, 17, 8, 45, 3, 0, 4, 
1, 17.165555555555553, 1.3272222222222223, 6.15, 9.688333333333334, 0.07731892031846721, 0.3582756165447602, 0.5644054631367726, 3, 1, 18, 13, 28, 4, 0, 4, 
2, 17.272222222222222, 0.9766666666666667, 7.683333333333334, 8.612222222222222, 0.056545513026696685, 0.44483756834995175, 0.49861691862335156, 2, 4, 16, 9, 34, 3, 0, 1, 
3, 17.1575, 1.5380555555555555, 1.7833333333333332, 13.836111111111112, 0.08964333705700454, 0.10393899655155665, 0.8064176663914387, 3, 1, 26, 10, 28, 2, 0, 1, 
4, 17.16611111111111, 1.4044444444444444, 4.233333333333333, 11.528333333333334, 0.08181494546749085, 0.24660992265121848, 0.6715751318812907, 4, 1, 15, 13, 27, 4, 0, 1, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
