Duration mean, 12.324333333333332, std dev, 1.9254000000000004
Rel slew mean, 0.05734090143289786, std dev, 0.00830087631850065
Rel wait mean, 0.0, std dev, 0.0
Rel obs mean, 0.9426590985671022, std dev, 0.00830087631850065
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 13.118055555555555, 0.8316666666666667, 0.0, 12.286388888888888, 0.06339862361037586, 0.0, 0.9366013763896242, 4, 1, 16, 8, 29, 5, 0, 2, 
1, 7.510833333333333, 0.4486111111111111, 0.0, 7.062222222222222, 0.059728540256666296, 0.0, 0.9402714597433337, 2, 6, 22, 4, 20, 6, 0, 4, 
2, 15.163611111111111, 1.0561111111111112, 0.0, 14.1075, 0.06964773122790306, 0.0, 0.930352268772097, 5, 1, 11, 15, 32, 1, 0, 3, 
3, 12.618055555555555, 0.6813888888888888, 0.0, 11.936666666666667, 0.05400110071546505, 0.0, 0.945998899284535, 3, 1, 15, 10, 29, 3, 0, 4, 
4, 13.21111111111111, 0.5275000000000001, 0.0, 12.68361111111111, 0.03992851135407906, 0.0, 0.960071488645921, 3, 1, 12, 13, 30, 2, 0, 3, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
