Duration mean, 57.62416666666667, std dev, 5.066666666666666
Rel slew mean, 0.06582518787937808, std dev, 2.885005475140312E-4
Rel wait mean, 0.3198061010689194, std dev, 0.038531592568208206
Rel obs mean, 0.6419522571150089, std dev, 0.010659545957387884
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 62.69083333333333, 4.144722222222223, 17.633333333333333, 40.91277777777778, 0.06611368842689211, 0.2812745085007112, 0.6526118030723967, 4, 1, 84, 35, 103, 14, 29, 10, 
1, 52.5575, 3.4444444444444446, 18.833333333333332, 33.17916666666667, 0.06553668733186405, 0.3583376936371276, 0.631292711157621, 2, 17, 33, 24, 79, 5, 9, 10, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
