Duration mean, 17.175277777777776, std dev, 0.1623611111111103
Rel slew mean, 0.011019049954262188, std dev, 7.568739514846809E-4
Rel wait mean, 0.1823549619264569, std dev, 0.0569020439171479
Rel obs mean, 0.806625988119281, std dev, 0.057658917868632587
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 17.06833333333333, 0.1761111111111111, 2.9333333333333336, 13.958888888888888, 0.010318002799205807, 0.17185821697099893, 0.8178237802297953, 2, 9, 17, 9, 42, 2, 0, 3, 
1, 17.5, 0.1786111111111111, 1.3833333333333333, 15.938055555555556, 0.010206349206349207, 0.07904761904761905, 0.9107460317460317, 3, 1, 20, 11, 33, 2, 2, 3, 
2, 17.06416666666667, 0.20305555555555557, 3.466666666666667, 13.394444444444444, 0.011899529553482769, 0.2031547589979001, 0.7849457114486171, 3, 1, 17, 16, 34, 3, 2, 4, 
3, 17.06861111111111, 0.19888888888888887, 4.7, 12.169722222222221, 0.011652318258010969, 0.2753592526893095, 0.7129884290526796, 3, 1, 22, 10, 34, 4, 0, 3, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
