Duration mean, 27.985500000000002, std dev, 1.4550222222222238
Rel slew mean, 0.026595995204760615, std dev, 0.005780296776244147
Rel wait mean, 0.4613467215474295, std dev, 0.10021883245621424
Rel obs mean, 0.5120572832478099, std dev, 0.09976343195435249
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 27.07611111111111, 0.8291666666666666, 7.35, 18.896944444444443, 0.03062355089562345, 0.2714570039189938, 0.6979194451853827, 2, 9, 26, 8, 33, 3, 1, 3, 
1, 27.078333333333333, 0.6419444444444444, 10.85, 15.586388888888889, 0.02370694076855214, 0.4006893580353296, 0.5756037011961183, 2, 5, 28, 13, 51, 5, 9, 5, 
2, 27.069444444444443, 0.5041666666666667, 13.1, 13.465277777777777, 0.01862493586454592, 0.4839404822986147, 0.4974345818368394, 3, 1, 23, 10, 42, 3, 21, 4, 
3, 31.623055555555556, 0.7275, 20.35, 10.545555555555556, 0.023005367040573422, 0.6435178271830504, 0.33347680577637623, 5, 1, 27, 12, 32, 3, 2, 6, 
4, 27.080555555555556, 1.0025, 13.733333333333333, 12.344722222222222, 0.03701918145450815, 0.5071289363011591, 0.45585188224433276, 4, 1, 18, 9, 33, 3, 15, 1, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
