Duration mean, 17.30472222222222, std dev, 0.3258333333333354
Rel slew mean, 0.015716399521440206, std dev, 3.541850066833179E-4
Rel wait mean, 0.7739212389360731, std dev, 0.0025331815861440177
Rel obs mean, 0.21036236154248666, std dev, 0.002178996579460704
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 16.978888888888886, 0.26083333333333336, 13.183333333333334, 3.5347222222222223, 0.015362214514756887, 0.7764544205222171, 0.20818336496302597, 3, 1, 4, 1, 11, 0, 1, 2, 
1, 17.630555555555556, 0.2833333333333333, 13.6, 3.7472222222222222, 0.016070584528123523, 0.7713880573499291, 0.21254135812194738, 4, 1, 3, 4, 11, 1, 1, 1, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
