Duration mean, 7.858680555555556, std dev, 0.026493055555556033
Rel slew mean, 0.013980916424486999, std dev, 7.973190331312394E-4
Rel wait mean, 0.797579767366356, std dev, 0.07866403900263891
Rel obs mean, 0.18843931620915697, std dev, 0.07836679820876684
No, Duration, Slew time, Wait time, Obs time, Rel slew, Rel wait, Rel obs, Max attempts, Times max att, Obs result 1, Obs result 2, Obs result 3, Obs result 4, Interruption 1, Interruption 2 
0, 7.911666666666667, 0.10750000000000001, 5.583333333333333, 2.2208333333333337, 0.013587528965662524, 0.7057088687592163, 0.28070360227512114, 2, 2, 5, 0, 4, 0, 0, 0, 
1, 7.845277777777778, 0.11444444444444445, 6.7, 1.0308333333333333, 0.014587685444180858, 0.8540169245476755, 0.1313953900081436, 2, 2, 3, 0, 4, 2, 0, 1, 
2, 7.8311111111111105, 0.11722222222222223, 5.733333333333333, 1.9805555555555556, 0.014968785471055618, 0.7321225879682179, 0.25290862656072643, 2, 1, 1, 1, 6, 0, 0, 1, 
3, 7.846666666666667, 0.10027777777777779, 7.05, 0.696388888888889, 0.012779665817048995, 0.8984706881903144, 0.08874964599263664, 1, 8, 1, 0, 6, 1, 0, 2, 

Obs result 1, Max scintillation; shortened observation
Obs result 2, Normal scintillation.
Obs result 3, Short timescale; repeated check of scintillation.
Obs result 4, Weak scintillation; aborted.

Interruption 1, Object set.
Interruption 2, Interference from satellite.
